Jenis Kelamin,Umur,Wilayah,Tanggapan,Tanggapan_Final,text_clean,topic_number,topic_id,topic_label,topic_probability
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",mendengar kondisi sekolah hancur dan temanteman banyak bertanya kapan masuk sekolah,dengar kondisi sekolah hancur temanteman banyak tanya kapan masuk sekolah,dengar kondisi sekolah hancur temanteman tanya kapan masuk sekolah,5,4,Dampak Pendidikan & Tempat Tidur,0.3523
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",mendengar cerita tidak ada menyangka kalau banjirnya setinggi ini,dengar cerita ada sangka kalau banjir setinggi,dengar cerita sangka banjir setinggi,2,1,Ketakutan & Dampak Banjir,0.8793
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",sering mendengar ada buaya di lingkungan,sering dengar buaya lingkung,dengar buaya lingkung,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",habis banjir minum air rebus air hujan sekarang sudah air galon yang dibeli,habis banjir minum air rebus air hujan sekarang air galon beli,habis banjir minum air rebus air hujan sekarang air galon beli,2,1,Ketakutan & Dampak Banjir,0.9407
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",mau bilang takut banjir lagi,mau bilang takut banjir,bilang takut banjir,2,1,Ketakutan & Dampak Banjir,0.8542
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",sekarang sudah makan ikan sayur dll,sekarang makan ikan sayur,sekarang makan ikan sayur,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8793
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",mau bilang minta beli sepatu tapi belum berani bilang ke orang tua,mau bilang minta beli sepatu belum berani bilang orang tua,bilang minta beli sepatu berani bilang orang tua,2,1,Ketakutan & Dampak Banjir,0.9204
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",setelah banjir kami makan mie dan telur,banjir makan mie telur,banjir makan mie telur,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8971
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",pegal,pegal,pegal,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",capek,capek,capek,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",denyutdenyut,denyutdenyut,denyutdenyut,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",setelah banjir jadi banyak membantu orang tua,banjir jadi banyak bantu orang tua,banjir bantu orang tua,2,1,Ketakutan & Dampak Banjir,0.7384
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",jadi banyak pekerjaan rumah,jadi banyak kerja rumah,kerja rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.75
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",sedih melihat rumah dan barangbarang rusak,sedih lihat rumah barangbarang rusak,sedih lihat rumah barangbarang rusak,2,1,Ketakutan & Dampak Banjir,0.9102
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",takut trauma takut banjir lagi kalau hujan,takut trauma takut banjir kalau hujan,takut trauma takut banjir hujan,2,1,Ketakutan & Dampak Banjir,0.9103
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",sakit perut karena kurang makan dan makan mie terus,sakit perut kurang makan makan mie terus,sakit perut kurang makan makan mie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6125
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",perut sakit karena masuk angin dan kurang tidur waktu banjir,perut sakit masuk angin kurang tidur waktu banjir,perut sakit masuk angin kurang tidur banjir,8,7,Keluhan Fisik & Kesehatan,0.7238
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",pinggang sakit kebanyakan jalan,pinggang sakit banyak jalan,pinggang sakit,8,7,Keluhan Fisik & Kesehatan,0.5517
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",membantu membersihkan rumah nyuci baju nyuci rumah,bantu bersih rumah nyuci baju nyuci rumah,bantu bersih rumah nyuci baju nyuci rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.9286
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",mancing belut dan ikan bersama temanteman,mancing belut ikan sama temanteman,mancing belut ikan temanteman,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",membersihkan sekolah mengangkat meja bangku dll,bersih sekolah angkat meja bangku,bersih sekolah angkat meja bangku,4,3,Kebersihan & Aktivitas Pemulihan,0.7069
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",pergi mengambil bantuan,pergi ambil bantu,pergi ambil bantu,3,2,Kerusakan Rumah & Bantuan,0.6458
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",belanja berjalan kaki,belanja jalan kaki,belanja kaki,7,6,Kebutuhan Makan & Aktivitas Fisik,0.75
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",ke rumah nenek minta beras telur dll,rumah nenek minta beras telur,rumah nenek minta beras telur,2,1,Ketakutan & Dampak Banjir,0.6029
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",kaki sakit dan luka karena banjir,kaki sakit luka banjir,kaki sakit luka banjir,7,6,Kebutuhan Makan & Aktivitas Fisik,0.715
Laki laki,tidak mengisi,"Desa Sekoci, Langkat",pergi ke jembatan sekoci untuk ngecas hp,pergi jembatan sekoci ngecas hp,pergi jembatan sekoci ngecas,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6111
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",sekolah,sekolah,sekolah,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",pelajaran,ajar,ajar,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",bencana,bencana,bencana,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",jadi anak yang pintar,jadi anak pintar,anak pintar,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",kasihan melihat orang tua membersihkan rumah,kasihan lihat orang tua bersih rumah,kasihan lihat orang tua bersih rumah,2,1,Ketakutan & Dampak Banjir,0.6274
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mendengar berita orang hanyut,dengar berita orang hanyut,dengar berita orang hanyut,2,1,Ketakutan & Dampak Banjir,0.8971
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mendengar adanya bantuan,dengar ada bantu,dengar bantu,3,2,Kerusakan Rumah & Bantuan,0.75
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mendengar rumah orang runtuh,dengar rumah orang runtuh,dengar rumah orang runtuh,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",menceritakan tentang banjir,cerita banjir,cerita banjir,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",bahu terasa capek sesudah membersihkan rumah,bahu asa capek bersih rumah,bahu asa capek bersih rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.9286
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",takut dan cemas,takut cemas,takut cemas,1,0,Kehilangan & Trauma Keluarga,0.8158
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",pinggang terasa pegal setelah membersihkan rumah yang kena banjir,pinggang asa pegal bersih rumah kena banjir,pinggang asa pegal bersih rumah kena banjir,4,3,Kebersihan & Aktivitas Pemulihan,0.5432
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mengambil sampah,ambil sampah,ambil sampah,3,2,Kerusakan Rumah & Bantuan,0.3929
Perempuan,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mengungsi,ungsi,ungsi,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mau jadi ustadz,mau jadi ustadz,ustadz,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mau jadi imam,mau jadi imam,imam,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",mau main voli,mau main voli,main voli,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",lumpur tebal,lumpur tebal,lumpur tebal,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",sawah terendam air,sawah rendam air,sawah rendam air,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",gagal panen,gagal panen,gagal panen,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",bantuan banjir untuk korban banjir,bantu banjir korban banjir,bantu banjir korban banjir,2,1,Ketakutan & Dampak Banjir,0.4375
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",susah untuk masak ga ada gas dan kayu,susah masak ga gas kayu,susah masak gas kayu,5,4,Dampak Pendidikan & Tempat Tidur,0.8542
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",susah air minum,susah air minum,susah air minum,2,1,Ketakutan & Dampak Banjir,0.7072
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",badan pegal,badan pegal,badan pegal,8,7,Keluhan Fisik & Kesehatan,0.75
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",sakit,sakit,sakit,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",sedih karena banjir,sedih banjir,sedih banjir,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",makan mie,makan mie,makan mie,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8158
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",pegel karena berenang,gel renang,renang,3,2,Kerusakan Rumah & Bantuan,0.6111
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",pegel angkat barang karena mengungsi,gel angkat barang ungsi,angkat barang ungsi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8542
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",berjalan ke tempat cfs,jalan tempat cfs,tempat cfs,6,5,Bencana & Kehilangan Tempat Tinggal,0.75
Laki laki,8 sampai 11 tahun,"Nagari Ulakan, Padang Pariaman",berjalan ke tempat bantuan,jalan tempat bantu,tempat bantu,3,2,Kerusakan Rumah & Bantuan,0.3951
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",ilmu,ilmu,ilmu,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",citacita,citacita,citacita,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",bermain,main,main,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",melihat lumpur yang tebal,lihat lumpur tebal,lihat lumpur tebal,4,3,Kebersihan & Aktivitas Pemulihan,0.5345
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",melihat guru yang sedang menerangkan,lihat guru sedang terang,lihat guru sedang terang,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mendengar orang hanyut,dengar orang hanyut,dengar orang hanyut,2,1,Ketakutan & Dampak Banjir,0.8793
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",cerita tentang capeknya membersihkan rumah,cerita capek bersih rumah,cerita capek bersih rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.75
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",bahu menjadi pegalpegal,bahu jadi pegalpegal,bahu pegalpegal,8,7,Keluhan Fisik & Kesehatan,0.75
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",sedih karena banjir hari,sedih banjir hari,sedih banjir,2,1,Ketakutan & Dampak Banjir,0.8158
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",senang karena mendapat bantuan,senang dapat bantu,senang dapat bantu,8,7,Keluhan Fisik & Kesehatan,0.6242
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",sakit perut karena makan mie,sakit perut makan mie,sakit perut makan mie,8,7,Keluhan Fisik & Kesehatan,0.5249
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",membersihkan sampah sesudah banjir,bersih sampah banjir,bersih sampah banjir,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",menahan arus banjir,tahan arus banjir,tahan arus banjir,3,2,Kerusakan Rumah & Bantuan,0.4375
Perempuan,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",karena banjir mendapat kutu air,banjir dapat kutu air,banjir dapat kutu air,2,1,Ketakutan & Dampak Banjir,0.8793
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",belajar,ajar,ajar,5,4,Dampak Pendidikan & Tempat Tidur,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",menolong orang yang terkena banjir,tolong orang kena banjir,tolong orang kena banjir,2,1,Ketakutan & Dampak Banjir,0.9103
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",memikirkan orang tua,pikir orang tua,pikir orang tua,2,1,Ketakutan & Dampak Banjir,0.6531
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",melihat longsor,lihat longsor,lihat longsor,2,1,Ketakutan & Dampak Banjir,0.75
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",banyak air danlumpur,banyak air danlumpur,air danlumpur,2,1,Ketakutan & Dampak Banjir,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",barang hanyut,barang hanyut,barang hanyut,4,3,Kebersihan & Aktivitas Pemulihan,0.5526
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mobil rusak,mobil rusak,mobil rusak,3,2,Kerusakan Rumah & Bantuan,0.3929
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",ada kotoran dan batu besar,kotor batu besar,kotor batu besar,6,5,Bencana & Kehilangan Tempat Tinggal,0.8158
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mendengar air deras,dengar air deras,dengar air deras,2,1,Ketakutan & Dampak Banjir,0.8542
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mendengar orang minta tolong,dengar orang minta,dengar orang minta,3,2,Kerusakan Rumah & Bantuan,0.8793
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mendengar ada kegiatan cfs,dengar giat cfs,dengar giat cfs,3,2,Kerusakan Rumah & Bantuan,0.5526
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mengucapkan tolongtolongg,ucap tolongtolongg,ucap tolongtolongg,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mengucapkan terima kasih,ucap terima kasih,ucap terima kasih,5,4,Dampak Pendidikan & Tempat Tidur,0.8158
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mengucapkan alhamdulillah,ucap alhamdulillah,ucap alhamdulillah,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",mengucapkan aia mik mak,ucap aia mik mak,ucap aia mik mak,1,0,Kehilangan & Trauma Keluarga,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",sakit,sakit,sakit,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",cedera,cedera,cedera,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",menggendong adik,gendong adik,gendong adik,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",sedih karena rumah rusak dan kotor,sedih rumah rusak kotor,sedih rumah rusak kotor,2,1,Ketakutan & Dampak Banjir,0.8793
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",senang karena air sumur sudah bersih,senang air sumur bersih,senang air sumur bersih,4,3,Kebersihan & Aktivitas Pemulihan,0.7069
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",senang karena ada bantuan ada makan dan minum,senang bantu ada makan minum,senang bantu makan minum,3,2,Kerusakan Rumah & Bantuan,0.7483
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",takut hujan lagi,takut hujan,takut hujan,2,1,Ketakutan & Dampak Banjir,0.8158
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",pinggang pegal,pinggang pegal,pinggang pegal,8,7,Keluhan Fisik & Kesehatan,0.5526
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",perut sakit karena makan mie seharihari,perut sakit makan mie seharihari,perut sakit makan mie seharihari,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5271
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",kena tendang ketika bermain dengan teman,kena tendang main teman,kena tendang main teman,1,0,Kehilangan & Trauma Keluarga,0.6458
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",menolong orang membagikan bantuan,tolong orang bagi bantu,tolong orang bagi bantu,2,1,Ketakutan & Dampak Banjir,0.5093
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",terima baju,terima baju,terima baju,5,4,Dampak Pendidikan & Tempat Tidur,0.3929
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",gatalgatal,gatalgatal,gatalgatal,4,3,Kebersihan & Aktivitas Pemulihan,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",pegal,pegal,pegal,8,7,Keluhan Fisik & Kesehatan,0.6111
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",digigit nyamuk,gigit nyamuk,gigit nyamuk,1,0,Kehilangan & Trauma Keluarga,0.125
Laki laki,12 sampai 14 tahun,"Nagari Ulakan, Padang Pariaman",digigit lipan,gigit lipan,gigit lipan,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,8 sampai 11 tahun,Agam,takut hari hujan air besar galodo jalanan hancur kayu jatuh,takut hari hujan air besar galodo jalan hancur kayu jatuh,takut hujan air besar galodo hancur kayu jatuh,2,1,Ketakutan & Dampak Banjir,0.614
Perempuan,8 sampai 11 tahun,Agam,teman yang meninggal,teman tinggal,teman tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.5526
Perempuan,8 sampai 11 tahun,Agam,tidak bisa lagi bercanda sama temen yang sudah tidak ada,bisa canda sama temen sudah ada,canda temen,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,8 sampai 11 tahun,Agam,setelah galodo sekolah kami selamat tapi gempa yang kami trauma,galodo sekolah selamat gempa kami trauma,galodo sekolah selamat gempa trauma,6,5,Bencana & Kehilangan Tempat Tinggal,0.7069
Perempuan,8 sampai 11 tahun,Agam,sesudah galodo saya tidak lesles lagi,galodo tidak lesles,galodo lesles,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,8 sampai 11 tahun,Agam,semenjak galodo saya kurang fokus dengan pelajaran,semenjak galodo kurang fokus ajar,semenjak galodo kurang fokus ajar,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4375
Perempuan,8 sampai 11 tahun,Agam,puskesmas dekat rumah aku,puskesmas dekat rumah aku,puskesmas dekat rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,8 sampai 11 tahun,Agam,sakit,sakit,sakit,8,7,Keluhan Fisik & Kesehatan,0.6111
Perempuan,8 sampai 11 tahun,Agam,puskesmas jauh dari rumah aku,puskesmas jauh rumah aku,puskesmas jauh rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.8158
Perempuan,8 sampai 11 tahun,Agam,ada ejekan dari teman melapor ke orang tua teman guru,ejek teman lapor orang tua teman guru,ejek teman lapor orang tua teman guru,2,1,Ketakutan & Dampak Banjir,0.5175
Perempuan,8 sampai 11 tahun,Agam,sawah saya hanyut lingkungan berubah keluarga saya meninggal,sawah hanyut lingkung ubah keluarga tinggal,sawah hanyut lingkung ubah keluarga tinggal,2,1,Ketakutan & Dampak Banjir,0.3941
Perempuan,8 sampai 11 tahun,Agam,lingkungan kami jadi sepi keluarga meninggal,lingkung jadi sepi keluarga tinggal,lingkung sepi keluarga tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.4375
Perempuan,8 sampai 11 tahun,Agam,kami tidak bisa mandi di sungai karena galodo,tidak mandi sungai galodo,mandi sungai galodo,4,3,Kebersihan & Aktivitas Pemulihan,0.6458
Perempuan,8 sampai 11 tahun,Agam,teman meninggal,teman tinggal,teman tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.5526
Perempuan,8 sampai 11 tahun,Agam,rumah hancur pohon hanyut nenek meninggal,rumah hancur pohon hanyut nenek tinggal,rumah hancur pohon hanyut nenek tinggal,3,2,Kerusakan Rumah & Bantuan,0.4822
Perempuan,8 sampai 11 tahun,Agam,setiap hujan banjir,hujan banjir,hujan banjir,2,1,Ketakutan & Dampak Banjir,0.75
Perempuan,8 sampai 11 tahun,Agam,masih ada orang yang belum ditemukan,ada orang belum temu,orang temu,1,0,Kehilangan & Trauma Keluarga,0.3929
Perempuan,8 sampai 11 tahun,Agam,jangan main jauhjauh,jangan main jauhjauh,jangan main jauhjauh,8,7,Keluhan Fisik & Kesehatan,0.8542
Perempuan,8 sampai 11 tahun,Agam,ada puting beliung,puting beliung,puting beliung,1,0,Kehilangan & Trauma Keluarga,0.125
Perempuan,8 sampai 11 tahun,Agam,temen kami meninggal,temen tinggal,temen tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.6111
Perempuan,8 sampai 11 tahun,Agam,jangan keseringan main malammalam,jangan sering main malammalam,jangan main malammalam,8,7,Keluhan Fisik & Kesehatan,0.8158
Perempuan,8 sampai 11 tahun,Agam,banyak yang belum ketemu,banyak belum ketemu,ketemu,1,0,Kehilangan & Trauma Keluarga,0.6111
Perempuan,8 sampai 11 tahun,Agam,temanku sering dengar orang menangis,teman sering dengar orang menang,teman dengar orang menang,2,1,Ketakutan & Dampak Banjir,0.4035
Perempuan,8 sampai 11 tahun,Agam,jalan runtuh longsor gempa mati lampu,jalan runtuh longsor gempa mati lampu,runtuh longsor gempa mati lampu,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4712
Perempuan,8 sampai 11 tahun,Agam,banyak yang bilang gempa besar tiba,banyak bilang gempa besar tiba,bilang gempa besar tiba,6,5,Bencana & Kehilangan Tempat Tinggal,0.8971
Perempuan,8 sampai 11 tahun,Agam,jangan makan mie banyakbanyak,jangan makan mie banyakbanyak,jangan makan mie banyakbanyak,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6458
